Timestamp,Name,Roll Number,Email,Mess Chosen,Date,Type of Complaint,Description of the Issue
03/06/2025 10:22:00,Rahul Iyer,221EC09,rahuliyer.221ec09@nitk.edu.in,Block IV(Satpura),03/04/2025,Food Quantity,Egg curry served with only half an egg per student.
03/06/2025 10:29:14,Ananya Patel,231IT37,ananyapatel.231it37@nitk.edu.in,Mega mess,03/05/2025,Food Hygiene,Raw vegetables for salad not properly washed.
03/06/2025 10:36:28,Karthik Nair,241CS44,karthiknair.241cs44@nitk.edu.in,Block II(Aravali),03/05/2025,Service,Staff not accommodating for students who arrive 5 minutes before closing.
03/06/2025 10:43:42,Deepika Singh,221ME15,deepikasingh.221me15@nitk.edu.in,Block V(Nilgiri),03/05/2025,Timing/Availability,No provision for packed meals for students with schedule conflicts.
03/06/2025 10:50:56,Suresh Kumar,231CE17,sureshkumar.231ce17@nitk.edu.in,Block VIII(Trishul),03/05/2025,Food Quality,Dal is consistently watery with minimal lentils.
03/06/2025 10:58:10,Kavita Reddy,241EC38,kavitareddy.241ec38@nitk.edu.in,Block IV(Satpura),03/05/2025,Food Quantity,Special items like biryani served in very small portions.
03/07/2025 08:03:24,Ravi Verma,221IT13,raviverma.221it13@nitk.edu.in,Mega mess,03/01/2025,Food Hygiene,Food storage containers appear unclean with residue from previous days.
03/07/2025 08:10:38,Nisha Sharma,231CS07,nishasharma.231cs07@nitk.edu.in,Block II(Aravali),03/01/2025,Service,No proper queue management during rush hours.
03/07/2025 08:17:52,Ajay Kapoor,241CE29,ajaykapoor.241ce29@nitk.edu.in,Block V(Nilgiri),03/01/2025,Timing/Availability,Weekend lunch hours too short (only 90 minutes).
03/07/2025 08:25:06,Priya Singh,221EC33,priyasingh.221ec33@nitk.edu.in,Block VIII(Trishul),03/01/2025,Food Quality,Rotis are often burnt around the edges.
03/07/2025 08:32:20,Vikram Das,231ME24,vikramdas.231me24@nitk.edu.in,Block IV(Satpura),03/01/2025,Food Quantity,Curry dishes have more water and fewer vegetables.
03/07/2025 08:39:34,Anu Reddy,241IT26,anureddy.241it26@nitk.edu.in,Mega mess,03/02/2025,Food Hygiene,Milk stored at room temperature for extended periods.
03/07/2025 08:46:48,Sameer Joshi,221CS18,sameerjoshi.221cs18@nitk.edu.in,Block II(Aravali),03/02/2025,Service,Suggestions in the feedback box are never addressed.
03/07/2025 08:54:02,Geeta Kumar,231CE22,geetakumar.231ce22@nitk.edu.in,Block V(Nilgiri),03/02/2025,Timing/Availability,No alternative for students who miss meals due to academic commitments.
03/07/2025 09:01:16,Mohan Sharma,241EC07,mohansharma.241ec07@nitk.edu.in,Block VIII(Trishul),03/02/2025,Food Quality,Sabzi dishes too dry and lacking proper seasoning.
03/07/2025 09:08:30,Ritu Patel,221ME42,ritupatel.221me42@nitk.edu.in,Block IV(Satpura),03/02/2025,Food Quantity,Sweet dishes served in tiny portions compared to other messes.
03/07/2025 09:15:44,Kunal Singh,231IT33,kunalsingh.231it33@nitk.edu.in,Mega mess,03/03/2025,Food Hygiene,Dining tables not properly sanitized between uses.
03/07/2025 09:22:58,Neeta Iyer,241CS14,neetaiyer.241cs14@nitk.edu.in,Block II(Aravali),03/03/2025,Service,Cleanup staff starts removing plates while some students are still eating.
03/07/2025 09:30:12,Sachin Kumar,221CE37,sachinkumar.221ce37@nitk.edu.in,Block V(Nilgiri),03/03/2025,Timing/Availability,Evening snacks timing too short (only 30 minutes).
03/07/2025 09:37:26,Anita Sharma,231EC12,anitasharma.231ec12@nitk.edu.in,Block VIII(Trishul),03/03/2025,Food Quality,Breakfast porridge consistently lumpy and undercooked.
03/07/2025 09:44:40,Jay Reddy,241ME31,jayreddy.241me31@nitk.edu.in,Block IV(Satpura),03/03/2025,Food Quantity,Only one serving of curry allowed per student despite unlimited rice policy.
03/07/2025 09:51:54,Meena Gupta,221IT09,meenagupta.221it09@nitk.edu.in,Mega mess,03/04/2025,Food Hygiene,Kitchen staff handling cash and food without washing hands.
03/07/2025 09:59:08,Rajat Kapoor,231CS42,rajatkapoor.231cs42@nitk.edu.in,Block II(Aravali),03/04/2025,Service,Servers inconsistent with portion sizes for different students.
03/07/2025 10:06:22,Sunita Das,241CE16,sunitadas.241ce16@nitk.edu.in,Block V(Nilgiri),03/04/2025,Timing/Availability,No accommodation for early breakfast for students with 8 AM classes.
03/07/2025 10:13:36,Anil Kumar,221EC27,anilkumar.221ec27@nitk.edu.in,Block VIII(Trishul),03/04/2025,Food Quality,Pickle served is too sour and inedible.
03/07/2025 10:20:50,Preeti Singh,231ME09,preetisingh.231me09@nitk.edu.in,Block IV(Satpura),03/04/2025,Food Quantity,Soup served in very small cups compared to other messes.
03/05/2025 08:12:23,Priya Patel,241IT01,priyapatel.241it01@nitk.edu.in,Block II(Aravali),03/01/2025,Food Quality,Rice is too hard.
03/05/2025 08:15:42,Ankit Kumar,221ME14,ankitkumar.221me14@nitk.edu.in,Mega mess,03/02/2025,Food Hygiene,Found hair in my dal.
03/05/2025 08:23:19,Divya Sharma,241CS07,divyasharma.241cs07@nitk.edu.in,Block V(Nilgiri),03/01/2025,Service,Staff won't replace spoiled food.
03/05/2025 08:29:54,Vikram Reddy,231EE22,vikramreddy.231ee22@nitk.edu.in,Block VIII(Trishul),03/02/2025,Timing/Availability,Breakfast too early for 9am classes.
03/05/2025 08:34:37,Neha Gupta,221BT09,nehagupta.221bt09@nitk.edu.in,Block IV(Satpura),03/01/2025,Food Quantity,Tiny paneer portions.
03/05/2025 08:41:12,Sanjay Iyer,241CE18,sanjayiyer.241ce18@nitk.edu.in,Mega mess,03/02/2025,Food Hygiene,Plates have white stuff on them after washing.
03/05/2025 08:47:29,Meera Joshi,221CS41,meerajoshi.221cs41@nitk.edu.in,Block II(Aravali),03/01/2025,Service,Counter guy rude when I asked for more.
03/05/2025 08:55:46,Ravi Chand,231ME05,ravichand.231me05@nitk.edu.in,Block V(Nilgiri),03/02/2025,Timing/Availability,No late night snacks after studying.
03/05/2025 09:03:18,Aisha Khan,241EC12,aishakhan.241ec12@nitk.edu.in,Block VIII(Trishul),03/01/2025,Food Quality,Veggies totally mushy.
03/05/2025 09:07:52,Prakash Singh,221IT33,prakashsingh.221it33@nitk.edu.in,Block IV(Satpura),03/02/2025,Food Quantity,Breakfast won't last till lunch.
03/05/2025 09:14:25,Sneha Reddy,241CS19,snehareddy.241cs19@nitk.edu.in,Mega mess,03/03/2025,Food Hygiene,Saw a cockroach near the counter.
03/05/2025 09:21:39,Karan Mehta,231CE27,karanmehta.231ce27@nitk.edu.in,Block II(Aravali),03/03/2025,Service,No gloves while serving food.
03/05/2025 09:28:04,Tanvi Das,221EC08,tanvidas.221ec08@nitk.edu.in,Block V(Nilgiri),03/03/2025,Timing/Availability,Weekend dinner closes too early.
03/05/2025 09:33:47,Aryan Kapoor,241ME11,aryankapoor.241me11@nitk.edu.in,Block VIII(Trishul),03/03/2025,Food Quality,Curry too oily.
03/05/2025 09:41:23,Leela Nair,231IT16,leelanair.231it16@nitk.edu.in,Block IV(Satpura),03/03/2025,Food Quantity,Just one tiny piece of fruit.
03/05/2025 09:47:58,Varun Malhotra,241BT05,varunmalhotra.241bt05@nitk.edu.in,Mega mess,03/04/2025,Food Hygiene,Flies all over the salad.
03/05/2025 09:53:16,Jaya Prasad,221ME22,jayaprasad.221me22@nitk.edu.in,Block II(Aravali),03/04/2025,Service,Tables not cleaned between students.
03/05/2025 10:01:34,Neeraj Kumar,231CS13,neerajkumar.231cs13@nitk.edu.in,Block V(Nilgiri),03/04/2025,Timing/Availability,Dosa runs out too fast.
03/05/2025 10:08:47,Kavita Sharma,241EC24,kavitasharma.241ec24@nitk.edu.in,Block VIII(Trishul),03/04/2025,Food Quality,Chapatis raw in the middle.
03/05/2025 10:15:29,Rohan Patel,221CE15,rohanpatel.221ce15@nitk.edu.in,Block IV(Satpura),03/04/2025,Food Quantity,Only allowed 2 chapatis per student.
03/05/2025 10:22:43,Naveen Reddy,241IT07,naveenreddy.241it07@nitk.edu.in,Mega mess,03/05/2025,Food Hygiene,Food containers left open.
03/05/2025 10:29:58,Monica Singh,231CS31,monicasingh.231cs31@nitk.edu.in,Block II(Aravali),03/05/2025,Service,Super long lines during rush hour.
03/05/2025 10:37:15,Deepak Verma,221EC19,deepakverma.221ec19@nitk.edu.in,Block V(Nilgiri),03/05/2025,Timing/Availability,No food after late labs.
03/05/2025 10:44:32,Priyanka Das,241ME03,priyankadas.241me03@nitk.edu.in,Block VIII(Trishul),03/05/2025,Food Quality,Milk smells weird.
03/05/2025 10:51:49,Siddharth Roy,231BT26,siddharthroy.231bt26@nitk.edu.in,Block IV(Satpura),03/05/2025,Food Quantity,Tiny dessert portions.
03/06/2025 08:05:21,Aditi Gupta,241CS22,aditigupta.241cs22@nitk.edu.in,Mega mess,03/01/2025,Food Hygiene,Spoons put on dirty counter.
03/06/2025 08:12:35,Rajesh Sharma,221IT17,rajeshsharma.221it17@nitk.edu.in,Block II(Aravali),03/01/2025,Service,No proper queue system.
03/06/2025 08:19:44,Anjali Nair,231CE09,anjalinair.231ce09@nitk.edu.in,Block V(Nilgiri),03/01/2025,Timing/Availability,Juice only on weekends.
03/06/2025 08:26:58,Vijay Kumar,241EC13,vijaykumar.241ec13@nitk.edu.in,Block VIII(Trishul),03/01/2025,Food Quality,All curries taste the same.
03/06/2025 08:33:17,Pooja Iyer,221ME28,poojaiyer.221me28@nitk.edu.in,Block IV(Satpura),03/01/2025,Food Quantity,Salad is just two cucumber slices.
03/06/2025 08:41:29,Dev Patel,231IT02,devpatel.231it02@nitk.edu.in,Mega mess,03/02/2025,Food Hygiene,Kitchen staff not wearing hairnets.
03/06/2025 08:48:43,Anika Reddy,241CS36,anikareddy.241cs36@nitk.edu.in,Block II(Aravali),03/02/2025,Service,Water coolers always empty.
03/06/2025 08:55:57,Rohit Kapoor,221EC41,rohitkapoor.221ec41@nitk.edu.in,Block V(Nilgiri),03/02/2025,Timing/Availability,Sunday breakfast starts too late.
03/06/2025 09:02:16,Shreya Joshi,231ME17,shreyajoshi.231me17@nitk.edu.in,Block VIII(Trishul),03/02/2025,Food Quality,Idlis are sour.
03/06/2025 09:09:35,Arjun Das,241CE04,arjundas.241ce04@nitk.edu.in,Block IV(Satpura),03/02/2025,Food Quantity,Less rice for second batch of students.
03/06/2025 09:16:49,Neelam Singh,221IT25,neelamsingh.221it25@nitk.edu.in,Mega mess,03/03/2025,Food Hygiene,Dropped food put back in serving dish.
03/06/2025 09:24:08,Vikas Nair,231CS19,vikasnair.231cs19@nitk.edu.in,Block II(Aravali),03/03/2025,Service,No help if you miss meal due to class.
03/06/2025 09:31:22,Meenakshi Kumar,241EC28,meenakshikumar.241ec28@nitk.edu.in,Block V(Nilgiri),03/03/2025,Timing/Availability,No coffee throughout the day.
03/06/2025 09:38:36,Aman Sharma,221ME36,amansharma.221me36@nitk.edu.in,Block VIII(Trishul),03/03/2025,Food Quality,Curd always sour.
03/06/2025 09:45:50,Sonia Kapoor,231BT11,soniakapoor.231bt11@nitk.edu.in,Block IV(Satpura),03/03/2025,Food Quantity,More gravy than actual chicken.
03/06/2025 09:53:04,Aryan Gupta,241IT19,aryangupta.241it19@nitk.edu.in,Mega mess,03/04/2025,Food Hygiene,Reusing old oil for days.
03/06/2025 10:00:18,Radhika Sharma,221CS23,radhikasharma.221cs23@nitk.edu.in,Block II(Aravali),03/04/2025,Service,No way to complain about bad food.
03/06/2025 10:07:32,Pankaj Reddy,231CE33,pankajreddy.231ce33@nitk.edu.in,Block V(Nilgiri),03/04/2025,Timing/Availability,Weekend dinner too early.
03/06/2025 10:14:46,Divya Kumar,241ME21,divyakumar.241me21@nitk.edu.in,Block VIII(Trishul),03/04/2025,Food Quality,Sambar too watery.
03/06/2025 10:22:00,Rahul Iyer,221EC09,rahuliyer.221ec09@nitk.edu.in,Block IV(Satpura),03/04/2025,Food Quantity,Half an egg per person in curry.
03/06/2025 10:29:14,Ananya Patel,231IT37,ananyapatel.231it37@nitk.edu.in,Mega mess,03/05/2025,Food Hygiene,Salad veggies not washed properly.
03/06/2025 10:36:28,Karthik Nair,241CS44,karthiknair.241cs44@nitk.edu.in,Block II(Aravali),03/05/2025,Service,Won't serve 5 min before closing.
03/06/2025 10:43:42,Deepika Singh,221ME15,deepikasingh.221me15@nitk.edu.in,Block V(Nilgiri),03/05/2025,Timing/Availability,No packed lunch option.
03/06/2025 10:50:56,Suresh Kumar,231CE17,sureshkumar.231ce17@nitk.edu.in,Block VIII(Trishul),03/05/2025,Food Quality,Dal is like water.
03/06/2025 10:58:10,Kavita Reddy,241EC38,kavitareddy.241ec38@nitk.edu.in,Block IV(Satpura),03/05/2025,Food Quantity,Tiny biryani portions.
03/07/2025 08:03:24,Ravi Verma,221IT13,raviverma.221it13@nitk.edu.in,Mega mess,03/01/2025,Food Hygiene,Storage containers look dirty.
03/07/2025 08:10:38,Nisha Sharma,231CS07,nishasharma.231cs07@nitk.edu.in,Block II(Aravali),03/01/2025,Service,Chaos during rush hour.
03/07/2025 08:17:52,Ajay Kapoor,241CE29,ajaykapoor.241ce29@nitk.edu.in,Block V(Nilgiri),03/01/2025,Timing/Availability,Weekend lunch too short.
03/07/2025 08:25:06,Priya Singh,221EC33,priyasingh.221ec33@nitk.edu.in,Block VIII(Trishul),03/01/2025,Food Quality,Rotis burnt on edges.
03/07/2025 08:32:20,Vikram Das,231ME24,vikramdas.231me24@nitk.edu.in,Block IV(Satpura),03/01/2025,Food Quantity,More water than veggies in curry.
03/07/2025 08:39:34,Anu Reddy,241IT26,anureddy.241it26@nitk.edu.in,Mega mess,03/02/2025,Food Hygiene,Milk left out for hours.
03/07/2025 08:46:48,Sameer Joshi,221CS18,sameerjoshi.221cs18@nitk.edu.in,Block II(Aravali),03/02/2025,Service,Feedback box never checked.
03/07/2025 08:54:02,Geeta Kumar,231CE22,geetakumar.231ce22@nitk.edu.in,Block V(Nilgiri),03/02/2025,Timing/Availability,No food if you miss meal time.
03/07/2025 09:01:16,Mohan Sharma,241EC07,mohansharma.241ec07@nitk.edu.in,Block VIII(Trishul),03/02/2025,Food Quality,Sabzi too dry.
03/07/2025 09:08:30,Ritu Patel,221ME42,ritupatel.221me42@nitk.edu.in,Block IV(Satpura),03/02/2025,Food Quantity,Barely any dessert.
03/07/2025 09:15:44,Kunal Singh,231IT33,kunalsingh.231it33@nitk.edu.in,Mega mess,03/03/2025,Food Hygiene,Tables not cleaned between uses.
03/07/2025 09:22:58,Neeta Iyer,241CS14,neetaiyer.241cs14@nitk.edu.in,Block II(Aravali),03/03/2025,Service,Staff takes plates while I'm still eating.
03/07/2025 09:30:12,Sachin Kumar,221CE37,sachinkumar.221ce37@nitk.edu.in,Block V(Nilgiri),03/03/2025,Timing/Availability,Snack time too short.
03/07/2025 09:37:26,Anita Sharma,231EC12,anitasharma.231ec12@nitk.edu.in,Block VIII(Trishul),03/03/2025,Food Quality,Porridge always lumpy.
03/07/2025 09:44:40,Jay Reddy,241ME31,jayreddy.241me31@nitk.edu.in,Block IV(Satpura),03/03/2025,Food Quantity,Only one curry serving allowed.
03/07/2025 09:51:54,Meena Gupta,221IT09,meenagupta.221it09@nitk.edu.in,Mega mess,03/04/2025,Food Hygiene,Staff handles cash then food.
03/07/2025 09:59:08,Rajat Kapoor,231CS42,rajatkapoor.231cs42@nitk.edu.in,Block II(Aravali),03/04/2025,Service,Different portions for different students.
03/07/2025 10:06:22,Sunita Das,241CE16,sunitadas.241ce16@nitk.edu.in,Block V(Nilgiri),03/04/2025,Timing/Availability,No early breakfast for 8am classes.
03/07/2025 10:13:36,Anil Kumar,221EC27,anilkumar.221ec27@nitk.edu.in,Block VIII(Trishul),03/04/2025,Food Quality,Pickle too sour to eat.
03/07/2025 10:20:50,Preeti Singh,231ME09,preetisingh.231me09@nitk.edu.in,Block IV(Satpura),03/04/2025,Food Quantity,Tiny soup cups.
03/07/2025 10:28:04,Vinod Sharma,241IT41,vinodsharma.241it41@nitk.edu.in,Mega mess,03/05/2025,Food Hygiene,Dirty ice in drinks.
03/07/2025 10:35:18,Rani Reddy,221CS29,ranireddy.221cs29@nitk.edu.in,Block II(Aravali),03/05/2025,Service,Double-charged my mess card.
03/07/2025 10:42:32,Mahesh Patel,231CE13,maheshpatel.231ce13@nitk.edu.in,Block V(Nilgiri),03/05/2025,Timing/Availability,No options for fasting students.
03/07/2025 10:49:46,Shalini Kumar,241EC22,shalinikumar.241ec22@nitk.edu.in,Block VIII(Trishul),03/05/2025,Food Quality,Buttermilk is just water.
03/07/2025 10:57:00,Rohit Iyer,221ME11,rohitiyer.221me11@nitk.edu.in,Block IV(Satpura),03/05/2025,Food Quantity,Only two paneer pieces allowed.
03/08/2025 08:04:14,Tanya Mehta,241CS32,tanyamehta.241cs32@nitk.edu.in,Mega mess,03/06/2025,Food Hygiene,Saw a lizard on the ceiling.
03/08/2025 08:11:28,Nikhil Sharma,221IT07,nikhilsharma.221it07@nitk.edu.in,Block II(Aravali),03/06/2025,Service,Cashier always on phone.
03/08/2025 08:18:42,Shalini Reddy,231CE04,shalinireddy.231ce04@nitk.edu.in,Block V(Nilgiri),03/06/2025,Timing/Availability,No breakfast after 9:30am.
03/08/2025 08:25:56,Rajiv Kumar,241EC17,rajivkumar.241ec17@nitk.edu.in,Block VIII(Trishul),03/06/2025,Food Quality,Tea tastes like colored water.
03/08/2025 08:33:10,Anjali Kapoor,221ME19,anjalikapoor.221me19@nitk.edu.in,Block IV(Satpura),03/06/2025,Food Quantity,Same price for less food than other messes.
03/08/2025 08:40:24,Anand Patel,231IT21,anandpatel.231it21@nitk.edu.in,Mega mess,03/07/2025,Food Hygiene,Utensils smell bad.
03/08/2025 08:47:38,Rekha Singh,241CS09,rekhasingh.241cs09@nitk.edu.in,Block II(Aravali),03/07/2025,Service,Rude behavior when asking for menu changes.
03/08/2025 08:54:52,Manish Kumar,221CE12,manishkumar.221ce12@nitk.edu.in,Block V(Nilgiri),03/07/2025,Timing/Availability,Breakfast ends too early on exam days.
03/08/2025 09:02:06,Riya Sharma,231EC34,riyasharma.231ec34@nitk.edu.in,Block VIII(Trishul),03/07/2025,Food Quality,Bread always stale.
03/08/2025 09:09:20,Karan Reddy,241ME27,karanreddy.241me27@nitk.edu.in,Block IV(Satpura),03/07/2025,Food Quantity,Barely any topping on dosa.
03/08/2025 09:16:34,Priyanka Iyer,221IT39,priyankaiyer.221it39@nitk.edu.in,Mega mess,03/08/2025,Food Hygiene,Insects in rice.
03/08/2025 09:23:48,Sagar Joshi,231CS26,sagarjoshi.231cs26@nitk.edu.in,Block II(Aravali),03/08/2025,Service,No help for new students finding seating.
03/08/2025 09:31:02,Anu Gupta,241CE41,anugupta.241ce41@nitk.edu.in,Block V(Nilgiri),03/08/2025,Timing/Availability,No dinner after 9pm ever.
03/08/2025 09:38:16,Vishal Kumar,221EC03,vishalkumar.221ec03@nitk.edu.in,Block VIII(Trishul),03/08/2025,Food Quality,Upma tastes like cardboard.
03/08/2025 09:45:30,Seema Singh,231ME39,seemasingh.231me39@nitk.edu.in,Block IV(Satpura),03/08/2025,Food Quantity,Smaller fruits than other hostels.
03/08/2025 09:52:44,Vikas Das,241IT14,vikasdas.241it14@nitk.edu.in,Mega mess,03/09/2025,Food Hygiene,Refrigerator smells bad.
03/08/2025 09:59:58,Manju Reddy,221CS37,manjureddy.221cs37@nitk.edu.in,Block II(Aravali),03/09/2025,Service,ID card scanner always broken.
03/08/2025 10:07:12,Harsh Kumar,231CE19,harshkumar.231ce19@nitk.edu.in,Block V(Nilgiri),03/09/2025,Timing/Availability,No food reserved for students in competitions.
03/08/2025 10:14:26,Neha Sharma,241EC42,nehasharma.241ec42@nitk.edu.in,Block VIII(Trishul),03/09/2025,Food Quality,Curry tastes like it's from yesterday.
