Timestamp,Name,Roll Number,Email,Mess Chosen,Date,Type of Complaint,Description of the Issue
03/04/2025 09:34:07,Priya Bose,231CV16,priyabose.231cv16@nitk.edu.in,Girls Block Mess(Annapoorna),02/15/2025,Food Quality,The food served is inconsistent in quality.
03/04/2025 09:34:07,Rahul Desai,211EC27,rahuldesai.211ec27@nitk.edu.in,Block I(Karavali),03/01/2025,Timing/Availability,Butter is often unavailable for roti.
03/04/2025 09:34:07,Nitin Joshi,211ME25,nitinjoshi.211me25@nitk.edu.in,Block III(Vindhya),01/20/2025,Timing/Availability,The food is served cold most of the time.
03/04/2025 09:34:07,Sanya Dutta,221IT38,sanyadutta.221it38@nitk.edu.in,Girls Block Mess(Annapoorna),02/01/2025,Service,The mess lacks proper ventilation.
03/04/2025 09:34:07,Sandeep Yadav,221EC31,sandeepyadav.221ec31@nitk.edu.in,Block VIII(Trishul),03/01/2025,Timing/Availability,Some items like yogurt are unavailable some days.
03/04/2025 09:34:07,Karthik Verma,211CY19,karthikverma.211cy19@nitk.edu.in,Mega mess,02/09/2025,Food Quality,No proper variety in meals; repetitive menu.
03/04/2025 09:34:07,Sandeep Yadav,231EE31,sandeepyadav.231ee31@nitk.edu.in,Block V(Nilgiri),01/21/2025,Timing/Availability,Limited dessert options; only served occasionally.
03/04/2025 09:34:07,Manoj Reddy,231MT23,manojreddy.231mt23@nitk.edu.in,Block II(Aravali),01/25/2025,Food Hygiene,The drinking water in the mess is not clean.
03/04/2025 09:34:07,Karthik Joshi,231IT31,karthikjoshi.231it31@nitk.edu.in,Block III(Vindhya),01/21/2025,Timing/Availability,Some items like yogurt are unavailable some days.
03/04/2025 09:34:07,Arjun Singh,231CS28,arjunsingh.231cs28@nitk.edu.in,Mega mess,03/01/2025,Service,The serving counter is too congested.
03/04/2025 09:34:07,Sandeep Singh,211IT23,sandeepsingh.211it23@nitk.edu.in,Block VII(Sahyadri),02/16/2025,Timing/Availability,The curd has lumps and seems old.
03/04/2025 09:34:07,Arjun Reddy,221EE23,arjunreddy.221ee23@nitk.edu.in,Block III(Vindhya),02/07/2025,Timing/Availability,No option for boiled eggs in breakfast.
03/04/2025 09:34:07,Rahul Verma,211ME27,rahulverma.211me27@nitk.edu.in,Block VIII(Trishul),02/19/2025,Food Quality,The rice has an unpleasant chemical smell.
03/04/2025 09:34:07,Karthik Pillai,211EC27,karthikpillai.211ec27@nitk.edu.in,Block II(Aravali),02/28/2025,Food Quality,The rice contains husk and dirt particles.
03/04/2025 09:34:07,Rohan Pillai,211EC27,rohanpillai.211ec27@nitk.edu.in,Mega mess,01/27/2025,Food Quality,The cut fruits are not stored properly.
03/04/2025 09:34:07,Sandeep Patel,241ME34,sandeeppatel.241me34@nitk.edu.in,Block VII(Sahyadri),01/28/2025,Food Quality,Juice is too diluted and lacks taste.
03/04/2025 09:34:07,Manoj Iyer,211ME33,manojiyer.211me33@nitk.edu.in,Block VIII(Trishul),02/21/2025,Food Quality,The curd rice is too sour.
03/04/2025 09:34:07,Harsh Sharma,231EE14,harshsharma.231ee14@nitk.edu.in,Block III(Vindhya),01/17/2025,Service,There are not enough seats available.
03/04/2025 09:34:07,Karthik Sharma,241EC37,karthiksharma.241ec37@nitk.edu.in,Block VII(Sahyadri),01/22/2025,Food Hygiene,The salad is not washed properly.
03/04/2025 09:34:07,Nitin Iyer,231CE11,nitiniyer.231ce11@nitk.edu.in,Block III(Vindhya),01/18/2025,Timing/Availability,The mess menu needs more variety.
03/04/2025 09:34:07,Sanya Yadav,221MT14,sanyayadav.221mt14@nitk.edu.in,Girls Block Mess(Annapoorna),01/14/2025,Food Quality,The non-veg curry is too watery.
03/04/2025 09:34:07,Rohan Desai,221AI31,rohandesai.221ai31@nitk.edu.in,Block VIII(Trishul),02/07/2025,Service,The serving counter is too congested.
03/04/2025 09:34:07,Karthik Desai,211MT16,karthikdesai.211mt16@nitk.edu.in,Block VIII(Trishul),02/12/2025,Food Quality,Food trays are often sticky and unclean.
03/04/2025 09:34:07,Nitin Yadav,211CS26,nitinyadav.211cs26@nitk.edu.in,Block VII(Sahyadri),01/06/2025,Food Quality,Not enough green vegetables in the diet.
03/04/2025 09:34:07,Nitin Reddy,241CV13,nitinreddy.241cv13@nitk.edu.in,Block VIII(Trishul),01/28/2025,Food Quality,Food is too salty and difficult to eat.
03/04/2025 09:34:07,Rahul Singh,231CS17,rahulsingh.231cs17@nitk.edu.in,Block VIII(Trishul),01/07/2025,Food Quality,Food is not spicy enough for those who prefer it.
03/04/2025 09:34:07,Sandeep Verma,231AI12,sandeepverma.231ai12@nitk.edu.in,Block V(Nilgiri),03/01/2025,Food Quality,Rice is undercooked and hard to chew.
03/04/2025 09:34:07,Sandeep Sharma,241CE23,sandeepsharma.241ce23@nitk.edu.in,Block V(Nilgiri),02/22/2025,Timing/Availability,No sugar-free options available for diabetics.
03/04/2025 09:34:07,Sandeep Iyer,231MT29,sandeepiyer.231mt29@nitk.edu.in,Mega mess,01/03/2025,Timing/Availability,Need more healthy options in breakfast.
03/04/2025 09:34:07,Karthik Patel,241EE14,karthikpatel.241ee14@nitk.edu.in,Block V(Nilgiri),02/06/2025,Food Quality,The quality of pickles is poor.
03/04/2025 09:34:07,Rohan Patel,221AI12,rohanpatel.221ai12@nitk.edu.in,Block IV(Satpura),01/18/2025,Food Quality,Juice is too diluted and lacks taste.
03/04/2025 09:34:07,Sandeep Patel,211IT16,sandeeppatel.211it16@nitk.edu.in,Block I(Karavali),02/03/2025,Food Quality,"The salad is not fresh, leaves are wilted."
03/04/2025 09:34:07,Amit Singh,221IT41,amitsingh.221it41@nitk.edu.in,Block III(Vindhya),02/20/2025,Service,Spoons and forks are often missing from the counter.
03/04/2025 09:34:07,Rahul Iyer,221AI21,rahuliyer.221ai21@nitk.edu.in,Mega mess,01/28/2025,Food Quality,The curd rice is too sour.
03/04/2025 09:34:07,Rahul Yadav,211EE29,rahulyadav.211ee29@nitk.edu.in,Block II(Aravali),01/15/2025,Timing/Availability,Mess timings are not followed properly.
03/04/2025 09:34:07,Rohan Iyer,211IT14,rohaniyer.211it14@nitk.edu.in,Mega mess,01/28/2025,Service,No tissue paper is provided in the mess.
03/04/2025 09:34:07,Nitin Reddy,241IT19,nitinreddy.241it19@nitk.edu.in,Block V(Nilgiri),01/01/2025,Service,Spoons and forks are often missing from the counter.
03/04/2025 09:34:07,Manoj Patel,221ME15,manojpatel.221me15@nitk.edu.in,Mega mess,02/08/2025,Food Hygiene,Found an eggshell piece in the curry.
03/04/2025 09:34:07,Karthik Patel,221CV34,karthikpatel.221cv34@nitk.edu.in,Block VII(Sahyadri),01/07/2025,Timing/Availability,The milk for tea and coffee is often not fresh.
03/04/2025 09:34:07,Harsh Joshi,221IT11,harshjoshi.221it11@nitk.edu.in,Mega mess,01/18/2025,Food Quality,The coffee tastes burnt.
03/04/2025 09:34:07,Sandeep Joshi,231CS27,sandeepjoshi.231cs27@nitk.edu.in,Block II(Aravali),02/22/2025,Timing/Availability,The food is served cold most of the time.
03/04/2025 09:34:07,Vikram Iyer,231CV27,vikramiyer.231cv27@nitk.edu.in,Block VIII(Trishul),02/18/2025,Timing/Availability,"Drinking water is sometimes warm, not chilled."
03/04/2025 09:34:07,Manoj Sharma,211IT21,manojsharma.211it21@nitk.edu.in,Block III(Vindhya),01/14/2025,Food Quality,The chutney is too sour.
03/04/2025 09:34:07,Harsh Sharma,241EE38,harshsharma.241ee38@nitk.edu.in,Block II(Aravali),01/24/2025,Food Quality,No proper variety in meals; repetitive menu.
03/04/2025 09:34:07,Harsh Patel,241MT34,harshpatel.241mt34@nitk.edu.in,Block IV(Satpura),02/09/2025,Service,Sometimes food is served too late.
03/04/2025 09:34:07,Manoj Sharma,211CY14,manojsharma.211cy14@nitk.edu.in,Mega mess,02/11/2025,Service,There is no hand sanitizer available.
03/04/2025 09:34:07,Karthik Verma,211CE24,karthikverma.211ce24@nitk.edu.in,Mega mess,02/01/2025,Timing/Availability,Mess timings are not followed properly.
03/04/2025 09:34:07,Harsh Patel,211CE22,harshpatel.211ce22@nitk.edu.in,Block V(Nilgiri),01/02/2025,Food Quality,The rice contains husk and dirt particles.
03/04/2025 09:34:07,Sandeep Pillai,241EC27,sandeeppillai.241ec27@nitk.edu.in,Block VII(Sahyadri),02/16/2025,Timing/Availability,The mess menu needs more variety.
03/04/2025 09:34:07,Sandeep Joshi,211EE15,sandeepjoshi.211ee15@nitk.edu.in,Block IV(Satpura),01/24/2025,Food Quality,Rice is undercooked and hard to chew.
03/04/2025 09:34:07,Harsh Joshi,241CV23,harshjoshi.241cv23@nitk.edu.in,Block VIII(Trishul),01/29/2025,Service,The spoons are too small for eating comfortably.
03/04/2025 09:34:07,Rahul Pillai,231AI16,rahulpillai.231ai16@nitk.edu.in,Block I(Karavali),02/19/2025,Timing/Availability,The milk for tea and coffee is often not fresh.
03/04/2025 09:34:07,Nitin Verma,231CS41,nitinverma.231cs41@nitk.edu.in,Block IV(Satpura),02/15/2025,Service,The mess hall is too crowded during peak hours.
03/04/2025 09:34:07,Manoj Desai,231CV32,manojdesai.231cv32@nitk.edu.in,Block III(Vindhya),01/30/2025,Food Quality,Food is too salty and difficult to eat.
03/04/2025 09:34:07,Nitin Patel,241AI11,nitinpatel.241ai11@nitk.edu.in,Block I(Karavali),02/27/2025,Food Quality,"The food has an odd smell, possibly stale."
03/04/2025 09:34:07,Divya Patel,211CV14,divyapatel.211cv14@nitk.edu.in,Girls Block Mess(Annapoorna),02/09/2025,Food Quality,The non-veg curry is too watery.
03/04/2025 09:34:07,Amit Verma,231EE33,amitverma.231ee33@nitk.edu.in,Block III(Vindhya),02/08/2025,Service,The floor is slippery due to spilled food.
03/04/2025 09:34:07,Rohan Patel,221CS34,rohanpatel.221cs34@nitk.edu.in,Block VIII(Trishul),01/07/2025,Food Quality,The lemon juice is too diluted.
03/04/2025 09:34:07,Nitin Desai,231EE31,nitindesai.231ee31@nitk.edu.in,Block I(Karavali),02/19/2025,Service,No proper disposal bins for food waste.
03/04/2025 09:34:07,Nitin Yadav,211EE14,nitinyadav.211ee14@nitk.edu.in,Block IV(Satpura),02/22/2025,Food Hygiene,Found a broken piece of glass in my food.
03/04/2025 09:34:07,Arjun Iyer,221IT15,arjuniyer.221it15@nitk.edu.in,Block I(Karavali),02/04/2025,Food Quality,The lemon juice is too diluted.
03/04/2025 09:34:07,Meera Reddy,231CY15,meerareddy.231cy15@nitk.edu.in,Girls Block Mess(Annapoorna),02/14/2025,Food Hygiene,The drinking glasses smell bad.
03/04/2025 09:34:07,Vikram Verma,221MT14,vikramverma.221mt14@nitk.edu.in,Block V(Nilgiri),01/24/2025,Service,There are not enough seats available.
03/04/2025 09:34:07,Rahul Singh,231CS33,rahulsingh.231cs33@nitk.edu.in,Block VIII(Trishul),02/12/2025,Food Quality,The dal is not properly cooked.
03/04/2025 09:34:07,Priya Ghosh,241ME34,priyaghosh.241me34@nitk.edu.in,Girls Block Mess(Annapoorna),01/23/2025,Food Quality,Too much use of red chili; food is too spicy.
03/04/2025 09:34:07,Sandeep Reddy,221MT25,sandeepreddy.221mt25@nitk.edu.in,Block II(Aravali),01/28/2025,Food Hygiene,Found a piece of metal in the chapati.
03/04/2025 09:34:07,Sandeep Singh,211ME23,sandeepsingh.211me23@nitk.edu.in,Mega mess,02/28/2025,Food Quality,Food is not spicy enough for those who prefer it.
03/04/2025 09:34:07,Rohan Patel,241AI36,rohanpatel.241ai36@nitk.edu.in,Block IV(Satpura),02/26/2025,Food Quality,Poor ventilation in the mess; feels suffocating.
03/04/2025 09:34:07,Rohan Yadav,231EC17,rohanyadav.231ec17@nitk.edu.in,Block I(Karavali),01/24/2025,Food Quantity,The paneer dishes barely contain any paneer.
03/04/2025 09:34:07,Karthik Pillai,231EE28,karthikpillai.231ee28@nitk.edu.in,Block VII(Sahyadri),02/28/2025,Food Quality,"Breakfast items are not fresh, often stale."
03/04/2025 09:34:07,Vikram Desai,211CS22,vikramdesai.211cs22@nitk.edu.in,Block III(Vindhya),02/15/2025,Timing/Availability,The lemon slices in the salad are dry and unusable.
03/04/2025 09:34:07,Rahul Yadav,241IT37,rahulyadav.241it37@nitk.edu.in,Block II(Aravali),01/21/2025,Food Quantity,The paneer dishes barely contain any paneer.
03/04/2025 09:34:07,Arjun Sharma,241IT16,arjunsharma.241it16@nitk.edu.in,Block I(Karavali),02/14/2025,Food Quality,"Breakfast items are not fresh, often stale."
03/04/2025 09:34:07,Rahul Joshi,231CE36,rahuljoshi.231ce36@nitk.edu.in,Block V(Nilgiri),01/26/2025,Timing/Availability,No alternative food options for students with allergies.
03/04/2025 09:34:07,Karthik Yadav,231CY17,karthikyadav.231cy17@nitk.edu.in,Block V(Nilgiri),01/04/2025,Food Quality,The lemon juice is too diluted.
03/04/2025 09:34:07,Sanya Yadav,241ME12,sanyayadav.241me12@nitk.edu.in,Girls Block Mess(Annapoorna),02/14/2025,Food Quality,The cut fruits are not stored properly.
03/04/2025 09:34:07,Rohan Iyer,241IT41,rohaniyer.241it41@nitk.edu.in,Mega mess,01/31/2025,Food Quality,The fruits provided are overripe or rotten.
03/04/2025 09:34:07,Nitin Patel,241ME33,nitinpatel.241me33@nitk.edu.in,Mega mess,01/17/2025,Food Quality,Juice is too diluted and lacks taste.
03/04/2025 09:34:07,Nitin Yadav,241ME35,nitinyadav.241me35@nitk.edu.in,Block VIII(Trishul),01/01/2025,Service,The serving counter is too congested.
03/04/2025 09:34:07,Manoj Patel,241CV22,manojpatel.241cv22@nitk.edu.in,Block III(Vindhya),01/23/2025,Service,There are not enough seats available.
03/04/2025 09:34:07,Nitin Verma,221CS39,nitinverma.221cs39@nitk.edu.in,Block IV(Satpura),01/29/2025,Food Quantity,Serving size is too small for some dishes.
03/04/2025 09:34:07,Vikram Desai,211EE15,vikramdesai.211ee15@nitk.edu.in,Mega mess,01/30/2025,Food Quality,The rice is always overcooked and sticky.
03/04/2025 09:34:07,Arjun Pillai,221CS24,arjunpillai.221cs24@nitk.edu.in,Block VIII(Trishul),02/28/2025,Food Quality,No sugar-free options available for diabetics.
03/04/2025 09:34:07,Sandeep Sharma,241IT26,sandeepsharma.241it26@nitk.edu.in,Block VII(Sahyadri),02/24/2025,Food Quality,Chapati is too dry and difficult to eat.
03/04/2025 09:34:07,Amit Verma,231EC39,amitverma.231ec39@nitk.edu.in,Block VIII(Trishul),01/30/2025,Food Hygiene,The food counter is always messy.
03/04/2025 09:34:07,Nitin Verma,241CS31,nitinverma.241cs31@nitk.edu.in,Block VII(Sahyadri),02/22/2025,Food Quality,The rice has an unpleasant chemical smell.
03/04/2025 09:34:07,Nitin Desai,241EC38,nitindesai.241ec38@nitk.edu.in,Block VII(Sahyadri),01/12/2025,Food Quality,Dal is too watery and lacks taste.
03/04/2025 09:34:07,Rahul Reddy,241ME23,rahulreddy.241me23@nitk.edu.in,Block III(Vindhya),01/16/2025,Service,The floor is slippery due to spilled food.
03/04/2025 09:34:07,Rahul Reddy,241EC19,rahulreddy.241ec19@nitk.edu.in,Block VII(Sahyadri),01/05/2025,Food Quality,The dal is too thick and pasty.
03/04/2025 09:34:07,Arjun Singh,231CV14,arjunsingh.231cv14@nitk.edu.in,Block V(Nilgiri),01/20/2025,Food Hygiene,Some utensils have rust stains on them.
03/04/2025 09:34:07,Karthik Singh,221CS22,karthiksingh.221cs22@nitk.edu.in,Block IV(Satpura),01/11/2025,Timing/Availability,No alternative food options for students with allergies.
03/04/2025 09:34:07,Karthik Joshi,241EC22,karthikjoshi.241ec22@nitk.edu.in,Block VIII(Trishul),01/18/2025,Food Quality,The dal is too thick and pasty.
